State,State Name,City,Expected Provider Count,actual_count,diff,pct
PA,Pennsylvania,Chalfont,1,1,0,100.0
PA,Pennsylvania,Cranberry,1,1,0,100.0
PA,Pennsylvania,Drexel Hill,1,1,0,100.0
PA,Pennsylvania,Erdenheim,1,1,0,100.0
PA,Pennsylvania,Paoli,1,1,0,100.0
PA,Pennsylvania,Rosemont,1,1,0,100.0
PA,Pennsylvania,Union City,1,1,0,100.0
PA,Pennsylvania,Dresher,1,1,0,100.0
PA,Pennsylvania,Clinton,1,1,0,100.0
PA,Pennsylvania,Carmichaels,1,0,1,0.0
PA,Pennsylvania,Jamison,1,0,1,0.0
PA,Pennsylvania,Chadds Ford,1,1,0,100.0
PA,Pennsylvania,Nanticoke,1,0,1,0.0
PA,Pennsylvania,Essington,1,1,0,100.0
PA,Pennsylvania,Carrolltown,1,0,1,0.0
PA,Pennsylvania,Coopersburg,1,0,1,0.0
PA,Pennsylvania,Mt Morris,1,0,1,0.0
PA,Pennsylvania,Corry,1,1,0,100.0
PA,Pennsylvania,Crum Lynne,1,1,0,100.0
PA,Pennsylvania,Buckingham,1,0,1,0.0
PA,Pennsylvania,Mt Holly Springs,1,1,0,100.0
PA,Pennsylvania,Pennsdale,1,1,0,100.0
PA,Pennsylvania,East Smithfield,1,1,0,100.0
PA,Pennsylvania,Montrose,1,1,0,100.0
PA,Pennsylvania,Saltsburg,1,1,0,100.0
PA,Pennsylvania,Greensburg,1,1,0,100.0
PA,Pennsylvania,Blawnox,1,0,1,0.0
PA,Pennsylvania,Monroe Township,1,1,0,100.0
PA,Pennsylvania,Shamokin Dam,1,1,0,100.0
PA,Pennsylvania,Duboistown,1,1,0,100.0
PA,Pennsylvania,Elizabethtown,1,1,0,100.0
PA,Pennsylvania,Elizabethville,1,1,0,100.0
PA,Pennsylvania,Elysburg,1,1,0,100.0
PA,Pennsylvania,Enola,1,1,0,100.0
PA,Pennsylvania,Halifax,1,1,0,100.0
PA,Pennsylvania,Herndon,1,0,1,0.0
PA,Pennsylvania,Hershey,1,1,0,100.0
PA,Pennsylvania,Hughesville,1,1,0,100.0
PA,Pennsylvania,Lewisberry,1,1,0,100.0
PA,Pennsylvania,Loysville,1,1,0,100.0
PA,Pennsylvania,Lykens,1,0,1,0.0
PA,Pennsylvania,Middleburg,1,1,0,100.0
PA,Pennsylvania,Mifflintown,1,1,0,100.0
PA,Pennsylvania,Mount Pleasant Mills,1,1,0,100.0
PA,Pennsylvania,Valley View,1,1,0,100.0
PA,Pennsylvania,Watsontown,1,1,0,100.0
PA,Pennsylvania,North Versailles Township,1,1,0,100.0
PA,Pennsylvania,Feasterville,1,1,0,100.0
PA,Pennsylvania,Monongahela,1,1,0,100.0
PA,Pennsylvania,Waymart,1,1,0,100.0
PA,Pennsylvania,McConnellsburg,1,0,1,0.0
PA,Pennsylvania,Bellefonte,1,0,1,0.0
PA,Pennsylvania,Danville,1,1,0,100.0
PA,Pennsylvania,Frackville,1,0,1,0.0
PA,Pennsylvania,Port Matilda,1,0,1,0.0
PA,Pennsylvania,Kulpmont,1,0,1,0.0
PA,Pennsylvania,Newville,1,1,0,100.0
PA,Pennsylvania,Oakmont,1,1,0,100.0
PA,Pennsylvania,Greencastle,1,1,0,100.0
PA,Pennsylvania,Canton,1,0,1,0.0
PA,Pennsylvania,Sayre,1,1,0,100.0
PA,Pennsylvania,Wyalusing,1,0,1,0.0
PA,Pennsylvania,Blakely,1,1,0,100.0
PA,Pennsylvania,Robinson Township,1,1,0,100.0
PA,Pennsylvania,Lake Ariel,1,0,1,0.0
PA,Pennsylvania,Hatboro,1,0,1,0.0
PA,Pennsylvania,Newmanstown,1,0,1,0.0
PA,Pennsylvania,Aliquippa,1,1,0,100.0
PA,Pennsylvania,Monaca,1,1,0,100.0
PA,Pennsylvania,Beaver Falls,1,1,0,100.0
PA,Pennsylvania,East Brady,1,1,0,100.0
PA,Pennsylvania,Loyalhanna,1,1,0,100.0
PA,Pennsylvania,Hyndman,1,0,1,0.0
PA,Pennsylvania,Bolivar,1,1,0,100.0
PA,Pennsylvania,Chicora,1,1,0,100.0
PA,Pennsylvania,Glenolden,1,1,0,100.0
PA,Pennsylvania,East Pittsburgh,1,1,0,100.0
PA,Pennsylvania,Flourtown,1,1,0,100.0
PA,Pennsylvania,Oley,1,1,0,100.0
PA,Pennsylvania,Sinking Spring,1,1,0,100.0
PA,Pennsylvania,Audubon,1,1,0,100.0
PA,Pennsylvania,New Alexandria,1,0,1,0.0
PA,Pennsylvania,Silverdale,1,1,0,100.0
PA,Pennsylvania,Mount Joy,1,1,0,100.0
PA,Pennsylvania,Oxford,1,1,0,100.0
PA,Pennsylvania,Strasburg,1,1,0,100.0
PA,Pennsylvania,Marietta,1,1,0,100.0
PA,Pennsylvania,Bath,1,1,0,100.0
PA,Pennsylvania,Hellertown,1,1,0,100.0
PA,Pennsylvania,Laurys Station,1,1,0,100.0
PA,Pennsylvania,Orefield,1,1,0,100.0
PA,Pennsylvania,Pine Grove,1,0,1,0.0
PA,Pennsylvania,New Tripoli,1,1,0,100.0
PA,Pennsylvania,Tobyhanna,1,1,0,100.0
PA,Pennsylvania,Tannersville,1,1,0,100.0
PA,Pennsylvania,Pittston,1,1,0,100.0
PA,Pennsylvania,Archbald,1,1,0,100.0
PA,Pennsylvania,Moscow,1,1,0,100.0
PA,Pennsylvania,Mc Kees Rocks,1,0,1,0.0
PA,Pennsylvania,Media,1,1,0,100.0
PA,Pennsylvania,Mount Pocono,1,1,0,100.0
PA,Pennsylvania,Armagh,1,1,0,100.0
PA,Pennsylvania,New Kensington,1,1,0,100.0
PA,Pennsylvania,Wynnewood,1,1,0,100.0
PA,Pennsylvania,Marienville,1,1,0,100.0
PA,Pennsylvania,East Freedom,1,1,0,100.0
PA,Pennsylvania,Gilbertsville,1,1,0,100.0
PA,Pennsylvania,Stoystown,1,1,0,100.0
PA,Pennsylvania,Waterford,1,1,0,100.0
PA,Pennsylvania,Irvona,1,1,0,100.0
PA,Pennsylvania,Grampian,1,1,0,100.0
PA,Pennsylvania,Smithfield,1,1,0,100.0
PA,Pennsylvania,Reedsville,1,0,1,0.0
PA,Pennsylvania,Myerstown,1,1,0,100.0
PA,Pennsylvania,Lake Como,1,0,1,0.0
PA,Pennsylvania,Albion,1,1,0,100.0
PA,Pennsylvania,Schnecksville,1,1,0,100.0
PA,Pennsylvania,Fairless Hills,1,1,0,100.0
PA,Pennsylvania,Devon,1,1,0,100.0
PA,Pennsylvania,Feasterville Trevose,1,1,0,100.0
PA,Pennsylvania,Fountainville,1,1,0,100.0
PA,Pennsylvania,Tyrone,1,1,0,100.0
PA,Pennsylvania,Ridgway,1,1,0,100.0
PA,Pennsylvania,Ronks,1,1,0,100.0
PA,Pennsylvania,Millersville,1,0,1,0.0
PA,Pennsylvania,Marysville,1,0,1,0.0
PA,Pennsylvania,Willow Street,1,0,1,0.0
PA,Pennsylvania,Hummelstown,1,0,1,0.0
PA,Pennsylvania,Strausstown,1,1,0,100.0
PA,Pennsylvania,Blandon,1,0,1,0.0
PA,Pennsylvania,Shermans Dale,1,1,0,100.0
PA,Pennsylvania,Gratz,1,1,0,100.0
PA,Pennsylvania,Meshoppen,1,1,0,100.0
PA,Pennsylvania,Tonawanda,1,1,0,100.0
PA,Pennsylvania,Gibsonia,1,0,1,0.0
PA,Pennsylvania,Hickory,1,1,0,100.0
PA,Pennsylvania,McDonald,1,1,0,100.0
PA,Pennsylvania,Jessup,1,1,0,100.0
PA,Pennsylvania,Moosic,1,1,0,100.0
PA,Pennsylvania,Olyphant,1,1,0,100.0
PA,Pennsylvania,Peckville,1,1,0,100.0
PA,Pennsylvania,West Reading,1,1,0,100.0
PA,Pennsylvania,Taylor,1,1,0,100.0
PA,Pennsylvania,Verona,1,1,0,100.0
PA,Pennsylvania,Laporte,1,1,0,100.0
PA,Pennsylvania,Drums,1,1,0,100.0
PA,Pennsylvania,Sandy Lake,1,1,0,100.0
PA,Pennsylvania,Shickshinny,1,1,0,100.0
PA,Pennsylvania,Mt Pleasant,1,1,0,100.0
PA,Pennsylvania,Spartansburg,1,0,1,0.0
PA,Pennsylvania,Kutztown,1,1,0,100.0
PA,Pennsylvania,Palmerton,1,1,0,100.0
PA,Pennsylvania,Pocono Summit,1,1,0,100.0
PA,Pennsylvania,Tamaqua,1,1,0,100.0
PA,Pennsylvania,New Ringgold,1,0,1,0.0
PA,Pennsylvania,Jim Thorpe,1,1,0,100.0
PA,Pennsylvania,Nesquehoning,1,0,1,0.0
PA,Pennsylvania,Northampton,1,1,0,100.0
PA,Pennsylvania,Center Valley,1,1,0,100.0
PA,Pennsylvania,Hamburg,1,1,0,100.0
PA,Pennsylvania,Lehighton,1,1,0,100.0
PA,Pennsylvania,Pennsburg,1,1,0,100.0
PA,Pennsylvania,Ringtown,1,1,0,100.0
PA,Pennsylvania,Rockledge,1,1,0,100.0
PA,Pennsylvania,Forty Fort,1,1,0,100.0
PA,Pennsylvania,South Abington Twp,1,1,0,100.0
PA,Pennsylvania,Jermyn,1,1,0,100.0
PA,Pennsylvania,Covington Twp,1,1,0,100.0
PA,Pennsylvania,Topton,1,1,0,100.0
PA,Pennsylvania,Birdsboro,1,1,0,100.0
PA,Pennsylvania,Malvern,1,1,0,100.0
PA,Pennsylvania,Limerick,1,1,0,100.0
PA,Pennsylvania,Oaks,1,1,0,100.0
PA,Pennsylvania,Villanova,1,1,0,100.0
PA,Pennsylvania,Great Bend,1,1,0,100.0
PA,Pennsylvania,Fishertown,1,1,0,100.0
PA,Pennsylvania,Everett,1,1,0,100.0
PA,Pennsylvania,Saxton,1,1,0,100.0
PA,Pennsylvania,Shinglehouse,1,0,1,0.0
PA,Pennsylvania,New Oxford,1,1,0,100.0
PA,Pennsylvania,Spring Grove,1,1,0,100.0
PA,Pennsylvania,Edwardsville,1,1,0,100.0
PA,Pennsylvania,Johnsonburg,1,1,0,100.0
PA,Pennsylvania,Kane,1,1,0,100.0
PA,Pennsylvania,East Berlin,1,1,0,100.0
PA,Pennsylvania,Fredericksburg,1,0,1,0.0
PA,Pennsylvania,Franklin,1,1,0,100.0
PA,Pennsylvania,Carnot-Moon,1,1,0,100.0
PA,Pennsylvania,Mount Pleasant,1,1,0,100.0
PA,Pennsylvania,Murrysville,1,1,0,100.0
PA,Pennsylvania,Dickson City,1,1,0,100.0
PA,Pennsylvania,Brackenridge,1,1,0,100.0
PA,Pennsylvania,Blue Bell,1,1,0,100.0
PA,Pennsylvania,St Davids,1,1,0,100.0
PA,Pennsylvania,Cecil,1,0,1,0.0
PA,Pennsylvania,North Wales,1,1,0,100.0
PA,Pennsylvania,Waynesboro,1,1,0,100.0
PA,Pennsylvania,Christiana,1,1,0,100.0
PA,Pennsylvania,Reinholds,1,1,0,100.0
PA,Pennsylvania,Schaefferstown,1,1,0,100.0
PA,Pennsylvania,East Earl,1,1,0,100.0
PA,Pennsylvania,New Holland,1,1,0,100.0
PA,Pennsylvania,Westfield,1,0,1,0.0
PA,Pennsylvania,Dupont,1,1,0,100.0
PA,Pennsylvania,Morrisville,1,1,0,100.0
PA,Pennsylvania,Duncansville,1,1,0,100.0
PA,Pennsylvania,Richland,1,1,0,100.0
RI,Rhode Island,Providence,40,6,34,15.0
RI,Rhode Island,Warwick,15,3,12,20.0
RI,Rhode Island,Woonsocket,5,3,2,60.0
RI,Rhode Island,East Greenwich,4,3,1,75.0
RI,Rhode Island,Pawtucket,3,2,1,66.7
RI,Rhode Island,North Providence,3,3,0,100.0
RI,Rhode Island,Wakefield,2,2,0,100.0
RI,Rhode Island,Westerly,2,2,0,100.0
RI,Rhode Island,Johnston,1,1,0,100.0
RI,Rhode Island,Cranston,1,1,0,100.0
RI,Rhode Island,North Smithfield,1,1,0,100.0
RI,Rhode Island,Cumberland,1,1,0,100.0
RI,Rhode Island,Bristol,1,1,0,100.0
RI,Rhode Island,North Scituate,1,1,0,100.0
RI,Rhode Island,Scituate,1,1,0,100.0
RI,Rhode Island,Narragansett,1,1,0,100.0
RI,Rhode Island,Tiverton,1,1,0,100.0
RI,Rhode Island,West Warwick,1,1,0,100.0
RI,Rhode Island,Coventry,1,1,0,100.0
SC,South Carolina,Charleston,85,11,74,12.9
SC,South Carolina,Columbia,65,18,47,27.7
SC,South Carolina,Greenville,55,19,36,34.5
SC,South Carolina,Myrtle Beach,35,12,23,34.3
SC,South Carolina,Spartanburg,12,12,0,100.0
SC,South Carolina,North Charleston,10,10,0,100.0
SC,South Carolina,Rock Hill,9,9,0,100.0
SC,South Carolina,Florence,9,9,0,100.0
SC,South Carolina,Summerville,8,8,0,100.0
SC,South Carolina,Anderson,7,7,0,100.0
SC,South Carolina,Simpsonville,6,6,0,100.0
SC,South Carolina,Conway,6,6,0,100.0
SC,South Carolina,Aiken,6,6,0,100.0
SC,South Carolina,Orangeburg,6,5,1,83.3
SC,South Carolina,West Columbia,6,6,0,100.0
SC,South Carolina,Greer,5,5,0,100.0
SC,South Carolina,Lexington,5,5,0,100.0
SC,South Carolina,Sumter,5,5,0,100.0
SC,South Carolina,Bluffton,4,4,0,100.0
SC,South Carolina,Lancaster,4,4,0,100.0
SC,South Carolina,Easley,3,3,0,100.0
SC,South Carolina,Fort Mill,3,3,0,100.0
SC,South Carolina,Beaufort,3,3,0,100.0
SC,South Carolina,Surfside Beach,3,3,0,100.0
SC,South Carolina,North Augusta,3,2,1,66.7
SC,South Carolina,Mount Pleasant,3,3,0,100.0
SC,South Carolina,Murrells Inlet,3,3,0,100.0
SC,South Carolina,North Myrtle Beach,3,3,0,100.0
SC,South Carolina,Pawleys Island,3,3,0,100.0
SC,South Carolina,Newberry,3,3,0,100.0
SC,South Carolina,Dillon,3,3,0,100.0
SC,South Carolina,Boiling Springs,2,2,0,100.0
SC,South Carolina,Duncan,2,2,0,100.0
SC,South Carolina,Piedmont,2,2,0,100.0
SC,South Carolina,Clemson,2,1,1,50.0
SC,South Carolina,Mt Pleasant,2,2,0,100.0
SC,South Carolina,Indian Land,2,2,0,100.0
SC,South Carolina,Hilton Head Island,2,2,0,100.0
SC,South Carolina,Irmo,2,2,0,100.0
SC,South Carolina,Mauldin,2,2,0,100.0
SC,South Carolina,Travelers Rest,2,1,1,50.0
SC,South Carolina,Laurens,2,2,0,100.0
SC,South Carolina,Hemingway,2,2,0,100.0
SC,South Carolina,Moncks Corner,2,2,0,100.0
SC,South Carolina,Cheraw,2,2,0,100.0
SC,South Carolina,Greenwood,2,2,0,100.0
SC,South Carolina,Powdersville,1,1,0,100.0
SC,South Carolina,Abbeville,1,1,0,100.0
SC,South Carolina,Honea Path,1,1,0,100.0
SC,South Carolina,Bamberg,1,1,0,100.0
SC,South Carolina,Okatie,1,1,0,100.0
SC,South Carolina,Tega Cay,1,1,0,100.0
SC,South Carolina,Aynor,1,1,0,100.0
SC,South Carolina,Moore,1,1,0,100.0
SC,South Carolina,Clover,1,1,0,100.0
SC,South Carolina,Goose Creek,1,1,0,100.0
SC,South Carolina,Hartsville,1,1,0,100.0
SC,South Carolina,Elgin,1,1,0,100.0
SC,South Carolina,Due West,1,1,0,100.0
SC,South Carolina,Winnsboro,1,1,0,100.0
SC,South Carolina,Ware Shoals,1,1,0,100.0
SC,South Carolina,West Union,1,0,1,0.0
SC,South Carolina,Darlington,1,1,0,100.0
SC,South Carolina,Chapin,1,1,0,100.0
SC,South Carolina,Cayce,1,1,0,100.0
SC,South Carolina,Prosperity,1,1,0,100.0
SC,South Carolina,Camden,1,1,0,100.0
SC,South Carolina,Chester,1,1,0,100.0
SC,South Carolina,Lake City,1,1,0,100.0
SC,South Carolina,Loris,1,1,0,100.0
SC,South Carolina,Manning,1,1,0,100.0
SC,South Carolina,Mullins,1,1,0,100.0
SC,South Carolina,Pageland,1,1,0,100.0
SC,South Carolina,Union,1,1,0,100.0
SC,South Carolina,Walterboro,1,1,0,100.0
SC,South Carolina,Leesville,1,1,0,100.0
SC,South Carolina,Port Royal,1,1,0,100.0
SC,South Carolina,Georgetown,1,1,0,100.0
SC,South Carolina,James Island,1,1,0,100.0
SC,South Carolina,Little River,1,1,0,100.0
SC,South Carolina,Richburg,1,1,0,100.0
SC,South Carolina,York,1,1,0,100.0
SC,South Carolina,Peak,1,1,0,100.0
SC,South Carolina,Taylors,1,0,1,0.0
SC,South Carolina,Andrews,1,1,0,100.0
SC,South Carolina,Graniteville,1,0,1,0.0
SC,South Carolina,Seneca,1,1,0,100.0
SD,South Dakota,Sioux Falls,35,10,25,28.6
SD,South Dakota,Rapid City,18,7,11,38.9
SD,South Dakota,Brookings,5,4,1,80.0
SD,South Dakota,Aberdeen,5,4,1,80.0
SD,South Dakota,Yankton,3,2,1,66.7
SD,South Dakota,Mitchell,3,2,1,66.7
SD,South Dakota,Flandreau,2,2,0,100.0
SD,South Dakota,Pierre,2,1,1,50.0
SD,South Dakota,Huron,2,2,0,100.0
SD,South Dakota,Watertown,2,1,1,50.0
SD,South Dakota,Kennebec,1,1,0,100.0
SD,South Dakota,Scotland,1,1,0,100.0
SD,South Dakota,Tea,1,1,0,100.0
SD,South Dakota,Big Stone City,1,1,0,100.0
SD,South Dakota,De Smet,1,0,1,0.0
SD,South Dakota,Dell Rapids,1,1,0,100.0
SD,South Dakota,Fairfax,1,0,1,0.0
SD,South Dakota,Garretson,1,1,0,100.0
SD,South Dakota,Gregory,1,0,1,0.0
SD,South Dakota,Winner,1,1,0,100.0
SD,South Dakota,Brandon,1,1,0,100.0
SD,South Dakota,Salem,1,1,0,100.0
SD,South Dakota,Lake Andes,1,1,0,100.0
SD,South Dakota,Parkston,1,1,0,100.0
SD,South Dakota,Tripp,1,0,1,0.0
SD,South Dakota,Tyndall,1,1,0,100.0
SD,South Dakota,Bowdle,1,1,0,100.0
SD,South Dakota,Doland,1,1,0,100.0
SD,South Dakota,North Sioux City,1,1,0,100.0
SD,South Dakota,Bridgwater,1,1,0,100.0
SD,South Dakota,Marion,1,1,0,100.0
SD,South Dakota,Menno,1,1,0,100.0
SD,South Dakota,Geddes,1,1,0,100.0
SD,South Dakota,Groton,1,1,0,100.0
SD,South Dakota,Howard,1,1,0,100.0
SD,South Dakota,Madison,1,1,0,100.0
SD,South Dakota,Mobridge,1,1,0,100.0
SD,South Dakota,Custer,1,1,0,100.0
SD,South Dakota,Deadwood,1,1,0,100.0
SD,South Dakota,Sturgis,1,1,0,100.0
SD,South Dakota,Canistota,1,1,0,100.0
SD,South Dakota,Parker,1,1,0,100.0
SD,South Dakota,Platte,1,1,0,100.0
SD,South Dakota,Redfield,1,1,0,100.0
SD,South Dakota,Freeman,1,1,0,100.0
SD,South Dakota,Canton,1,0,1,0.0
SD,South Dakota,Chamberlain,1,1,0,100.0
SD,South Dakota,Beresford,1,1,0,100.0
SD,South Dakota,Burke,1,0,1,0.0
SD,South Dakota,Clark,1,0,1,0.0
SD,South Dakota,Estelline,1,0,1,0.0
SD,South Dakota,Hartford,1,0,1,0.0
SD,South Dakota,Lake Norden,1,0,1,0.0
SD,South Dakota,Vermillion,1,0,1,0.0
SD,South Dakota,Webster,1,0,1,0.0
SD,South Dakota,Presho,1,1,0,100.0
SD,South Dakota,Viborg,1,1,0,100.0
SD,South Dakota,Wagner,1,1,0,100.0
SD,South Dakota,McLaughlin,1,1,0,100.0
TN,Tennessee,Nashville,155,46,109,29.7
TN,Tennessee,Memphis,95,23,72,24.2
TN,Tennessee,Knoxville,55,38,17,69.1
TN,Tennessee,Chattanooga,45,24,21,53.3
TN,Tennessee,Murfreesboro,24,22,2,91.7
TN,Tennessee,Clarksville,13,12,1,92.3
TN,Tennessee,Smyrna,10,10,0,100.0
TN,Tennessee,Franklin,10,10,0,100.0
TN,Tennessee,Gallatin,9,9,0,100.0
TN,Tennessee,Cookeville,9,9,0,100.0
TN,Tennessee,Jackson,9,9,0,100.0
TN,Tennessee,Cleveland,8,8,0,100.0
TN,Tennessee,Brentwood,8,7,1,87.5
TN,Tennessee,Johnson City,8,7,1,87.5
TN,Tennessee,Maryville,8,7,1,87.5
TN,Tennessee,Lebanon,8,7,1,87.5
TN,Tennessee,Hendersonville,7,7,0,100.0
TN,Tennessee,Columbia,7,7,0,100.0
TN,Tennessee,Mt. Juliet,7,7,0,100.0
TN,Tennessee,Crossville,7,5,2,71.4
TN,Tennessee,Alcoa,5,5,0,100.0
TN,Tennessee,Spring Hill,5,5,0,100.0
TN,Tennessee,Kingsport,5,3,2,60.0
TN,Tennessee,Powell,5,3,2,60.0
TN,Tennessee,Oak Ridge,5,5,0,100.0
TN,Tennessee,Dyersburg,5,4,1,80.0
TN,Tennessee,Clinton,5,3,2,60.0
TN,Tennessee,Germantown,4,4,0,100.0
TN,Tennessee,Elizabethton,4,3,1,75.0
TN,Tennessee,Union City,4,3,1,75.0
TN,Tennessee,Shelbyville,4,3,1,75.0
TN,Tennessee,Bartlett,4,4,0,100.0
TN,Tennessee,La Vergne,4,4,0,100.0
TN,Tennessee,Morristown,4,4,0,100.0
TN,Tennessee,Newport,4,3,1,75.0
TN,Tennessee,Hixson,3,3,0,100.0
TN,Tennessee,Mount Juliet,3,3,0,100.0
TN,Tennessee,Sevierville,3,3,0,100.0
TN,Tennessee,Tullahoma,3,3,0,100.0
TN,Tennessee,Covington,3,2,1,66.7
TN,Tennessee,Hermitage,3,3,0,100.0
TN,Tennessee,Lenoir City,3,2,1,66.7
TN,Tennessee,Madison,3,2,1,66.7
TN,Tennessee,Henderson,3,3,0,100.0
TN,Tennessee,Ripley,3,3,0,100.0
TN,Tennessee,Martin,3,3,0,100.0
TN,Tennessee,Winchester,3,2,1,66.7
TN,Tennessee,Jellico,3,2,1,66.7
TN,Tennessee,Dayton,3,3,0,100.0
TN,Tennessee,Lawrenceburg,3,3,0,100.0
TN,Tennessee,Fayetteville,3,3,0,100.0
TN,Tennessee,Greeneville,3,3,0,100.0
TN,Tennessee,Pulaski,3,3,0,100.0
TN,Tennessee,Farragut,2,2,0,100.0
TN,Tennessee,Ooltewah,2,2,0,100.0
TN,Tennessee,Athens,2,2,0,100.0
TN,Tennessee,Piney Flats,2,2,0,100.0
TN,Tennessee,Huntingdon,2,1,1,50.0
TN,Tennessee,Vonore,2,1,1,50.0
TN,Tennessee,Antioch,2,2,0,100.0
TN,Tennessee,Nolensville,2,2,0,100.0
TN,Tennessee,Madisonville,2,2,0,100.0
TN,Tennessee,Bolivar,2,2,0,100.0
TN,Tennessee,Parsons,2,2,0,100.0
TN,Tennessee,Sparta,2,2,0,100.0
TN,Tennessee,Erin,2,2,0,100.0
TN,Tennessee,Dunlap,2,2,0,100.0
TN,Tennessee,Camden,2,2,0,100.0
TN,Tennessee,Ashland City,2,2,0,100.0
TN,Tennessee,Carthage,2,2,0,100.0
TN,Tennessee,Dickson,2,2,0,100.0
TN,Tennessee,Erwin,2,2,0,100.0
TN,Tennessee,Jefferson City,2,2,0,100.0
TN,Tennessee,Lafayette,2,2,0,100.0
TN,Tennessee,Loudon,2,2,0,100.0
TN,Tennessee,Smithville,2,2,0,100.0
TN,Tennessee,Springfield,2,2,0,100.0
TN,Tennessee,White House,2,2,0,100.0
TN,Tennessee,Woodbury,2,2,0,100.0
TN,Tennessee,Oliver Springs,2,1,1,50.0
TN,Tennessee,Pleasant View,2,2,0,100.0
TN,Tennessee,Munford,2,2,0,100.0
TN,Tennessee,Arlington,1,1,0,100.0
TN,Tennessee,Gray,1,0,1,0.0
TN,Tennessee,Bristol,1,0,1,0.0
TN,Tennessee,Cordova,1,1,0,100.0
TN,Tennessee,Spring City,1,1,0,100.0
TN,Tennessee,Soddy Daisy,1,1,0,100.0
TN,Tennessee,Signal Mountain,1,1,0,100.0
TN,Tennessee,Thompsons Station,1,1,0,100.0
TN,Tennessee,East Ridge,1,1,0,100.0
TN,Tennessee,Tellico Plains,1,1,0,100.0
TN,Tennessee,Trenton,1,1,0,100.0
TN,Tennessee,McKenzie,1,1,0,100.0
TN,Tennessee,Alamo,1,1,0,100.0
TN,Tennessee,Clairfield,1,1,0,100.0
TN,Tennessee,Decaturville,1,1,0,100.0
TN,Tennessee,Rutledge,1,1,0,100.0
TN,Tennessee,Paris,1,0,1,0.0
TN,Tennessee,South Pittsburg,1,1,0,100.0
TN,Tennessee,Loretto,1,1,0,100.0
TN,Tennessee,Three Way,1,1,0,100.0
TN,Tennessee,White Pine,1,1,0,100.0
TN,Tennessee,Ardmore,1,1,0,100.0
TN,Tennessee,Blountville,1,1,0,100.0
TN,Tennessee,Brownsville,1,1,0,100.0
TN,Tennessee,Centerville,1,1,0,100.0
TN,Tennessee,Chapel Hill,1,1,0,100.0
TN,Tennessee,Church Hill,1,1,0,100.0
TN,Tennessee,Collinwood,1,1,0,100.0
TN,Tennessee,Corryton,1,1,0,100.0
TN,Tennessee,Dresden,1,1,0,100.0
TN,Tennessee,Etowah,1,1,0,100.0
TN,Tennessee,Fairview,1,1,0,100.0
TN,Tennessee,Greenbrier,1,1,0,100.0
TN,Tennessee,Harrison,1,1,0,100.0
TN,Tennessee,Hartsville,1,1,0,100.0
TN,Tennessee,Hohenwald,1,1,0,100.0
TN,Tennessee,Humboldt,1,1,0,100.0
TN,Tennessee,Jamestown,1,1,0,100.0
TN,Tennessee,Jasper,1,1,0,100.0
TN,Tennessee,Jonesborough,1,1,0,100.0
TN,Tennessee,Kodak,1,1,0,100.0
TN,Tennessee,Lewisburg,1,1,0,100.0
TN,Tennessee,Lexington,1,1,0,100.0
TN,Tennessee,Livingston,1,1,0,100.0
TN,Tennessee,Manchester,1,1,0,100.0
TN,Tennessee,McMinnville,1,1,0,100.0
TN,Tennessee,Millington,1,1,0,100.0
TN,Tennessee,Mount Pleasant,1,1,0,100.0
TN,Tennessee,New Tazewell,1,1,0,100.0
TN,Tennessee,Oakland,1,1,0,100.0
TN,Tennessee,Oneida,1,1,0,100.0
TN,Tennessee,Portland,1,1,0,100.0
TN,Tennessee,Red Bank,1,1,0,100.0
TN,Tennessee,Rockwood,1,1,0,100.0
TN,Tennessee,Rocky Top,1,1,0,100.0
TN,Tennessee,Savannah,1,1,0,100.0
TN,Tennessee,Selmer,1,1,0,100.0
TN,Tennessee,Soddy-Daisy,1,1,0,100.0
TN,Tennessee,Sweetwater,1,1,0,100.0
TN,Tennessee,Thompson's Station,1,1,0,100.0
TN,Tennessee,Watertown,1,1,0,100.0
TN,Tennessee,Waverly,1,1,0,100.0
TN,Tennessee,Huntsville,1,1,0,100.0
TN,Tennessee,Kingston,1,1,0,100.0
TN,Tennessee,Dandridge,1,1,0,100.0
TN,Tennessee,Hampton,1,1,0,100.0
TN,Tennessee,Michie,1,1,0,100.0
TN,Tennessee,Wartburg,1,1,0,100.0
TN,Tennessee,Palmer,1,1,0,100.0
TN,Tennessee,Milan,1,1,0,100.0
TN,Tennessee,Harrogate,1,0,1,0.0
TN,Tennessee,LaFollette,1,1,0,100.0
TN,Tennessee,Talbott,1,1,0,100.0
TN,Tennessee,Tiptonville,1,1,0,100.0
TN,Tennessee,Collegedale,1,1,0,100.0
TN,Tennessee,Seymour,1,0,1,0.0
TN,Tennessee,La Follette,1,1,0,100.0
TN,Tennessee,Goodlettsville,1,1,0,100.0
TN,Tennessee,Harriman,1,1,0,100.0
TN,Tennessee,Bellevue,1,1,0,100.0
TX,Texas,Houston,420,179,241,42.6
TX,Texas,Dallas,345,73,272,21.2
TX,Texas,San Antonio,225,114,111,50.7
TX,Texas,Austin,195,64,131,32.8
TX,Texas,Fort Worth,145,48,97,33.1
TX,Texas,El Paso,75,28,47,37.3
TX,Texas,Arlington,28,26,2,92.9
TX,Texas,Lubbock,26,25,1,96.2
TX,Texas,Plano,26,26,0,100.0
TX,Texas,Corpus Christi,23,23,0,100.0
TX,Texas,McKinney,22,22,0,100.0
TX,Texas,Spring,21,21,0,100.0
